{'epoches': 100, 'batch_size': 1000, 'initLR': 0.003, 'weights': None, 'trainpath': '../data/train.txt', 'validpath': '../data/val.txt', 'restore': '', 'savename': '../models/FastWSI_vgg_epoch_', 'net': 'myVGG', 'loss': 'CrossEntropyLoss', 'nWorker': 8, 'momentum': 0.9, 'decay': 1e-05, 'nCls': 2, 'seed': 3, 'gpu': '0'}
####################Loading dataset...
####################Loading criterion and optimizer...
####################Start training...
Current LR: 0.003
Accuracy :  0.8209355954537967
Specificity :  0.9129552870623512
Recall :  0.5491077243714992
Precision :  0.6810727845544874
F1Score :  0.6080121155302347
Current LR: 0.00297299

Iteration   1 loss 0.455512
Iteration   2 loss 0.450736
Iteration   3 loss 0.463088
Iteration   4 loss 0.440705
Iteration   5 loss 0.476811
Iteration   6 loss 0.462852
Iteration   7 loss 0.480957
Iteration   8 loss 0.452427
Iteration   9 loss 0.484656
Iteration  10 loss 0.450726
Iteration  11 loss 0.468280
Iteration  12 loss 0.474177
Iteration  13 loss 0.448074
Iteration  14 loss 0.431611
Iteration  15 loss 0.463459
Iteration  16 loss 0.468892
Iteration  17 loss 0.489292
Iteration  18 loss 0.477367
Iteration  19 loss 0.489537
Iteration  20 loss 0.449663
Iteration  21 loss 0.447396
Iteration  22 loss 0.478131
Iteration  23 loss 0.485901
Iteration  24 loss 0.477483
Iteration  25 loss 0.432373
Iteration  26 loss 0.462756
Iteration  27 loss 0.498162
Iteration  28 loss 0.437157
Iteration  29 loss 0.492588
Iteration  30 loss 0.454721
Iteration  31 loss 0.480653
Iteration  32 loss 0.471635
Iteration  33 loss 0.511226
Iteration  34 loss 0.456484
Iteration  35 loss 0.456415
Iteration  36 loss 0.474632
Iteration  37 loss 0.497836
Iteration  38 loss 0.462700
Iteration  39 loss 0.476928
Iteration  40 loss 0.483677
Iteration  41 loss 0.470928
Iteration  42 loss 0.491147
Iteration  43 loss 0.504930
Iteration  44 loss 0.450875
Iteration  45 loss 0.453499
Iteration  46 loss 0.490519
Iteration  47 loss 0.494869
Iteration  48 loss 0.481443
Iteration  49 loss 0.476405
Iteration  50 loss 0.487305
Iteration  51 loss 0.442266
Iteration  52 loss 0.463674
Iteration  53 loss 0.525551
Iteration  54 loss 0.458698
Iteration  55 loss 0.425841
Iteration  56 loss 0.424940
Iteration  57 loss 0.432743
Iteration  58 loss 0.440322
Iteration  59 loss 0.482931
Iteration  60 loss 0.443806
Iteration  61 loss 0.453261
Iteration  62 loss 0.487157
Iteration  63 loss 0.434355
Iteration  64 loss 0.521049
Iteration  65 loss 0.452342
Iteration  66 loss 0.415173
Iteration  67 loss 0.453910
Iteration  68 loss 0.482098
Iteration  69 loss 0.472936
Iteration  70 loss 0.496855
Iteration  71 loss 0.439035
Iteration  72 loss 0.441530
Iteration  73 loss 0.470519
Iteration  74 loss 0.452669
Iteration  75 loss 0.465249
Iteration  76 loss 0.457718
Iteration  77 loss 0.464881
Iteration  78 loss 0.440408
Iteration  79 loss 0.478346
Iteration  80 loss 0.442852
Iteration  81 loss 0.434162
Iteration  82 loss 0.501082
Iteration  83 loss 0.446576
Iteration  84 loss 0.450555
Iteration  85 loss 0.453317
Iteration  86 loss 0.461325
Iteration  87 loss 0.443318
Iteration  88 loss 0.452217
Iteration  89 loss 0.482165
Iteration  90 loss 0.422406
Iteration  91 loss 0.513253
Iteration  92 loss 0.459210
Iteration  93 loss 0.468739
Iteration  94 loss 0.462504
Iteration  95 loss 0.450168
Iteration  96 loss 0.447683
Iteration  97 loss 0.442016
Iteration  98 loss 0.466197
Iteration  99 loss 0.427756
Iteration 100 loss 0.424191
Iteration 101 loss 0.486075
Iteration 102 loss 0.459042
Iteration 103 loss 0.440244
Iteration 104 loss 0.433502
Iteration 105 loss 0.419831
Iteration 106 loss 0.441204
Iteration 107 loss 0.496845
Iteration 108 loss 0.449374
Iteration 109 loss 0.459210
Iteration 110 loss 0.462804
Iteration 111 loss 0.479472
Iteration 112 loss 0.461596
Iteration 113 loss 0.500478
Iteration 114 loss 0.426164
Iteration 115 loss 0.465531
Iteration 116 loss 0.459125
Iteration 117 loss 0.454599
Iteration 118 loss 0.440557
Iteration 119 loss 0.479718
Iteration 120 loss 0.480212
Iteration 121 loss 0.466757
Iteration 122 loss 0.468470
Iteration 123 loss 0.479306
Iteration 124 loss 0.456985
Iteration 125 loss 0.448459
Iteration 126 loss 0.462326
Iteration 127 loss 0.495785
Iteration 128 loss 0.464859
Iteration 129 loss 0.460795
Iteration 130 loss 0.430035
Iteration 131 loss 0.464141
Iteration 132 loss 0.458679
Iteration 133 loss 0.474827
Iteration 134 loss 0.450725
Iteration 135 loss 0.432339
Iteration 136 loss 0.452771
Iteration 137 loss 0.443700
Iteration 138 loss 0.454769
Iteration 139 loss 0.405229
Iteration 140 loss 0.479878
Iteration 141 loss 0.496243
Iteration 142 loss 0.466253
Iteration 143 loss 0.456347
Iteration 144 loss 0.455499
Iteration 145 loss 0.470434
Iteration 146 loss 0.462599
Iteration 147 loss 0.444236
Iteration 148 loss 0.468930
Iteration 149 loss 0.455924
Iteration 150 loss 0.442773
Iteration 151 loss 0.431174
Iteration 152 loss 0.442315
Iteration 153 loss 0.427196
Iteration 154 loss 0.473664
Iteration 155 loss 0.419379
Iteration 156 loss 0.422344
Iteration 157 loss 0.462569
Iteration 158 loss 0.428118
Iteration 159 loss 0.468992
Iteration 160 loss 0.443493
Iteration 161 loss 0.512944
Epoch  1--Time(s)98.13--Avgloss0.4614-
Model has been saved!
0it [00:00, ?it/s]1it [00:04,  4.35s/it]2it [00:04,  3.09s/it]3it [00:04,  2.21s/it]4it [00:04,  1.59s/it]5it [00:04,  1.16s/it]6it [00:05,  1.17it/s]7it [00:05,  1.56it/s]8it [00:05,  2.05it/s]9it [00:08,  1.40s/it]10it [00:09,  1.02s/it]11it [00:09,  1.32it/s]12it [00:09,  1.74it/s]13it [00:09,  2.25it/s]14it [00:09,  2.81it/s]15it [00:09,  3.43it/s]16it [00:09,  4.09it/s]17it [00:13,  1.22s/it]18it [00:13,  1.12it/s]19it [00:13,  1.49it/s]20it [00:13,  1.97it/s]21it [00:13,  2.47it/s]22it [00:14,  3.09it/s]23it [00:14,  3.71it/s]24it [00:14,  4.38it/s]25it [00:17,  1.23s/it]26it [00:18,  1.11it/s]27it [00:18,  1.48it/s]28it [00:18,  1.95it/s]29it [00:18,  2.49it/s]30it [00:18,  3.11it/s]31it [00:18,  3.73it/s]32it [00:18,  4.39it/s]33it [00:22,  1.26s/it]34it [00:22,  1.08it/s]35it [00:22,  1.45it/s]36it [00:22,  1.92it/s]37it [00:23,  2.45it/s]38it [00:23,  3.06it/s]39it [00:23,  3.69it/s]40it [00:23,  4.26it/s]41it [00:26,  1.17s/it]42it [00:27,  1.10it/s]43it [00:27,  1.47it/s]44it [00:27,  1.93it/s]45it [00:27,  2.44it/s]46it [00:27,  3.01it/s]47it [00:27,  3.63it/s]48it [00:28,  4.29it/s]49it [00:31,  1.09s/it]50it [00:31,  1.17it/s]51it [00:31,  1.56it/s]52it [00:31,  2.05it/s]53it [00:31,  2.59it/s]54it [00:32,  3.22it/s]55it [00:32,  3.85it/s]56it [00:32,  4.51it/s]57it [00:34,  1.43it/s]58it [00:34,  1.90it/s]59it [00:34,  2.13it/s]60it [00:34,  2.72it/s]61it [00:34,  1.75it/s]==============================
          |  predict          
          |  Postive  Negtive 
==============================
  Postive |  10439    4915      =  15354
  Negtive |  5894    39462      =  45356
==============================
Accuracy :  0.8219568440125186
Specificity :  0.8700502689831555
Recall :  0.679887977074378
Precision :  0.6391354925610727
F1Score :  0.6588821914349734
Current LR: 0.00294595

Iteration   1 loss 0.460362
Iteration   2 loss 0.481167
Iteration   3 loss 0.469695
Iteration   4 loss 0.454773
Iteration   5 loss 0.417819
Iteration   6 loss 0.427193
Iteration   7 loss 0.456911
Iteration   8 loss 0.465777
Iteration   9 loss 0.485016
Iteration  10 loss 0.440454
Iteration  11 loss 0.452415
Iteration  12 loss 0.481038
Iteration  13 loss 0.449616
Iteration  14 loss 0.465587
Iteration  15 loss 0.438344
Iteration  16 loss 0.424221
Iteration  17 loss 0.456506
Iteration  18 loss 0.477962
Iteration  19 loss 0.501198
Iteration  20 loss 0.483573
Iteration  21 loss 0.454508
Iteration  22 loss 0.461570
Iteration  23 loss 0.516145
Iteration  24 loss 0.445316
Iteration  25 loss 0.444102
Iteration  26 loss 0.470501
Iteration  27 loss 0.468746
Iteration  28 loss 0.409459
Iteration  29 loss 0.446111
Iteration  30 loss 0.412749
Iteration  31 loss 0.463506
Iteration  32 loss 0.453769
Iteration  33 loss 0.484935
Iteration  34 loss 0.460073
Iteration  35 loss 0.451861
Iteration  36 loss 0.432672
Iteration  37 loss 0.428699
Iteration  38 loss 0.456552
Iteration  39 loss 0.423579
Iteration  40 loss 0.478081
Iteration  41 loss 0.486957
Iteration  42 loss 0.439689
Iteration  43 loss 0.435977
Iteration  44 loss 0.428607
Iteration  45 loss 0.448414
Iteration  46 loss 0.437624
Iteration  47 loss 0.454364
Iteration  48 loss 0.441209
Iteration  49 loss 0.465339
Iteration  50 loss 0.423351
Iteration  51 loss 0.458757
Iteration  52 loss 0.454008
Iteration  53 loss 0.450301
Iteration  54 loss 0.424301
Iteration  55 loss 0.452088
Iteration  56 loss 0.419957
Iteration  57 loss 0.469213
Iteration  58 loss 0.419508
Iteration  59 loss 0.458761
Iteration  60 loss 0.450018
Iteration  61 loss 0.477918
Iteration  62 loss 0.427469
Iteration  63 loss 0.446219
Iteration  64 loss 0.466565
Iteration  65 loss 0.455542
Iteration  66 loss 0.419812
Iteration  67 loss 0.429088
Iteration  68 loss 0.462261
Iteration  69 loss 0.486869
Iteration  70 loss 0.413715
Iteration  71 loss 0.469560
Iteration  72 loss 0.463882
Iteration  73 loss 0.421044
Iteration  74 loss 0.427536
Iteration  75 loss 0.450781
Iteration  76 loss 0.482741
Iteration  77 loss 0.437224
Iteration  78 loss 0.438306
Iteration  79 loss 0.451491
Iteration  80 loss 0.442706
Iteration  81 loss 0.432179
Iteration  82 loss 0.451898
Iteration  83 loss 0.422957
Iteration  84 loss 0.422181
Iteration  85 loss 0.453922
Iteration  86 loss 0.454574
Iteration  87 loss 0.407054
Iteration  88 loss 0.463429
Iteration  89 loss 0.442714
Iteration  90 loss 0.461294
Iteration  91 loss 0.442685
Iteration  92 loss 0.444341
Iteration  93 loss 0.440879
Iteration  94 loss 0.462923
Iteration  95 loss 0.491337
Iteration  96 loss 0.456191
Iteration  97 loss 0.430625
Iteration  98 loss 0.453969
Iteration  99 loss 0.454395
Iteration 100 loss 0.432821
Iteration 101 loss 0.444924
Iteration 102 loss 0.440290
Iteration 103 loss 0.432301
Iteration 104 loss 0.436789
Iteration 105 loss 0.435323
Iteration 106 loss 0.458118
Iteration 107 loss 0.416451
Iteration 108 loss 0.449775
Iteration 109 loss 0.443095
Iteration 110 loss 0.444644
Iteration 111 loss 0.463976
Iteration 112 loss 0.428012
Iteration 113 loss 0.469310
Iteration 114 loss 0.446858
Iteration 115 loss 0.447825
Iteration 116 loss 0.435660
Iteration 117 loss 0.454228
Iteration 118 loss 0.461996
Iteration 119 loss 0.454225
Iteration 120 loss 0.485353
Iteration 121 loss 0.444031
Iteration 122 loss 0.425341
Iteration 123 loss 0.427413
Iteration 124 loss 0.444560
Iteration 125 loss 0.462995
Iteration 126 loss 0.411162
Iteration 127 loss 0.429070
Iteration 128 loss 0.451477
Iteration 129 loss 0.445560
Iteration 130 loss 0.444251
Iteration 131 loss 0.396336
Iteration 132 loss 0.463410
Iteration 133 loss 0.440953
Iteration 134 loss 0.468553
Iteration 135 loss 0.464025
Iteration 136 loss 0.423549
Iteration 137 loss 0.454139
Iteration 138 loss 0.491701
Iteration 139 loss 0.475905
Iteration 140 loss 0.445083
Iteration 141 loss 0.442872
Iteration 142 loss 0.449715
Iteration 143 loss 0.468581
Iteration 144 loss 0.447796
Iteration 145 loss 0.446250
Iteration 146 loss 0.417502
Iteration 147 loss 0.442647
Iteration 148 loss 0.444892
Iteration 149 loss 0.465275
Iteration 150 loss 0.438047
Iteration 151 loss 0.427895
Iteration 152 loss 0.449998
Iteration 153 loss 0.429377
Iteration 154 loss 0.453541
Iteration 155 loss 0.444838
Iteration 156 loss 0.418967
Iteration 157 loss 0.431820
Iteration 158 loss 0.392708
Iteration 159 loss 0.431304
Iteration 160 loss 0.451333
Iteration 161 loss 0.397152
Epoch  2--Time(s)99.62--Avgloss0.4479-
Model has been saved!
0it [00:00, ?it/s]1it [00:04,  4.46s/it]2it [00:04,  3.16s/it]3it [00:04,  2.26s/it]4it [00:04,  1.62s/it]5it [00:05,  1.18s/it]6it [00:05,  1.15it/s]7it [00:05,  1.54it/s]8it [00:05,  2.02it/s]9it [00:08,  1.41s/it]10it [00:09,  1.03s/it]11it [00:10,  1.03s/it]12it [00:10,  1.31it/s]13it [00:10,  1.74it/s]14it [00:10,  2.26it/s]15it [00:10,  2.81it/s]16it [00:10,  3.42it/s]17it [00:13,  1.09s/it]18it [00:13,  1.23it/s]19it [00:15,  1.08it/s]20it [00:15,  1.45it/s]21it [00:15,  1.89it/s]22it [00:15,  2.43it/s]23it [00:15,  3.02it/s]24it [00:15,  3.67it/s]25it [00:18,  1.04s/it]26it [00:18,  1.28it/s]27it [00:20,  1.12it/s]28it [00:20,  1.50it/s]29it [00:20,  1.94it/s]30it [00:20,  2.47it/s]31it [00:20,  3.05it/s]32it [00:20,  3.71it/s]33it [00:23,  1.03it/s]34it [00:23,  1.39it/s]35it [00:24,  1.10it/s]36it [00:25,  1.46it/s]37it [00:25,  1.90it/s]38it [00:25,  2.42it/s]39it [00:25,  3.01it/s]40it [00:25,  3.64it/s]41it [00:28,  1.00s/it]42it [00:28,  1.32it/s]43it [00:29,  1.09it/s]44it [00:29,  1.46it/s]45it [00:30,  1.91it/s]46it [00:30,  2.46it/s]47it [00:30,  3.05it/s]48it [00:30,  3.69it/s]49it [00:33,  1.02it/s]50it [00:33,  1.38it/s]51it [00:33,  1.40it/s]52it [00:34,  1.85it/s]53it [00:34,  2.38it/s]54it [00:34,  2.99it/s]55it [00:34,  3.62it/s]56it [00:34,  4.28it/s]57it [00:36,  1.50it/s]58it [00:36,  1.97it/s]59it [00:37,  1.55it/s]60it [00:37,  2.04it/s]61it [00:37,  1.62it/s]==============================
          |  predict          
          |  Postive  Negtive 
==============================
  Postive |  10706    4648      =  15354
  Negtive |  6327    39029      =  45356
==============================
Accuracy :  0.8192225333552957
Specificity :  0.86050357174354
Recall :  0.697277582388954
Precision :  0.628544589913697
F1Score :  0.6611294655262915
Current LR: 0.00291888

Iteration   1 loss 0.475494
Iteration   2 loss 0.420455
Iteration   3 loss 0.487745
Iteration   4 loss 0.481180
Iteration   5 loss 0.451771
Iteration   6 loss 0.449784
Iteration   7 loss 0.444517
Iteration   8 loss 0.433880
Iteration   9 loss 0.447126
Iteration  10 loss 0.458645
Iteration  11 loss 0.444961
Iteration  12 loss 0.418272
Iteration  13 loss 0.439286
Iteration  14 loss 0.442747
Iteration  15 loss 0.431942
Iteration  16 loss 0.439643
Iteration  17 loss 0.417785
Iteration  18 loss 0.472581
Iteration  19 loss 0.429731
Iteration  20 loss 0.452457
Iteration  21 loss 0.458246
Iteration  22 loss 0.423134
Iteration  23 loss 0.477381
Iteration  24 loss 0.444474
Iteration  25 loss 0.438253
Iteration  26 loss 0.409954
Iteration  27 loss 0.473959
Iteration  28 loss 0.427168
Iteration  29 loss 0.412652
Iteration  30 loss 0.389437
Iteration  31 loss 0.440117
Iteration  32 loss 0.435453
Iteration  33 loss 0.436933
Iteration  34 loss 0.388491
Iteration  35 loss 0.432674
Iteration  36 loss 0.440076
Iteration  37 loss 0.496655
Iteration  38 loss 0.440422
Iteration  39 loss 0.427602
Iteration  40 loss 0.448176
Iteration  41 loss 0.433283
Iteration  42 loss 0.446298
Iteration  43 loss 0.446616
Iteration  44 loss 0.448308
Iteration  45 loss 0.453075
Iteration  46 loss 0.456185
Iteration  47 loss 0.460114
Iteration  48 loss 0.430944
Iteration  49 loss 0.457594
Iteration  50 loss 0.421850
Iteration  51 loss 0.433231
Iteration  52 loss 0.464588
Iteration  53 loss 0.436461
Iteration  54 loss 0.459932
Iteration  55 loss 0.452942
Iteration  56 loss 0.440446
Iteration  57 loss 0.462401
Iteration  58 loss 0.418534
Iteration  59 loss 0.475947
Iteration  60 loss 0.473109
Iteration  61 loss 0.433033
Iteration  62 loss 0.471613
Iteration  63 loss 0.452331
Iteration  64 loss 0.424978
Iteration  65 loss 0.458483
Iteration  66 loss 0.445436
Iteration  67 loss 0.486132
Iteration  68 loss 0.442463
Iteration  69 loss 0.427967
Iteration  70 loss 0.439502
Iteration  71 loss 0.443564
Iteration  72 loss 0.417789
Iteration  73 loss 0.419446
Iteration  74 loss 0.456307
Iteration  75 loss 0.429022
Iteration  76 loss 0.420335
Iteration  77 loss 0.420488
Iteration  78 loss 0.425910
Iteration  79 loss 0.439326
Iteration  80 loss 0.432239
Iteration  81 loss 0.428840
Iteration  82 loss 0.440784
Iteration  83 loss 0.449510
Iteration  84 loss 0.413272
Iteration  85 loss 0.425401
Iteration  86 loss 0.438385
Iteration  87 loss 0.456767
Iteration  88 loss 0.436699
Iteration  89 loss 0.409752
Iteration  90 loss 0.451270
Iteration  91 loss 0.450492
Iteration  92 loss 0.438879
Iteration  93 loss 0.419206
Iteration  94 loss 0.387792
Iteration  95 loss 0.394966
Iteration  96 loss 0.444255
Iteration  97 loss 0.429307
Iteration  98 loss 0.432599
Iteration  99 loss 0.456781
Iteration 100 loss 0.417489
Iteration 101 loss 0.437605
Iteration 102 loss 0.440875
Iteration 103 loss 0.418043
Iteration 104 loss 0.397924
Iteration 105 loss 0.441731
Iteration 106 loss 0.400777
Iteration 107 loss 0.436451
Iteration 108 loss 0.450140
Iteration 109 loss 0.427095
Iteration 110 loss 0.425414
Iteration 111 loss 0.457135
Iteration 112 loss 0.425561
Iteration 113 loss 0.418632
Iteration 114 loss 0.465434
Iteration 115 loss 0.394874
Iteration 116 loss 0.417637
Iteration 117 loss 0.413312
Iteration 118 loss 0.422466
Iteration 119 loss 0.445449
Iteration 120 loss 0.454749
Iteration 121 loss 0.426839
Iteration 122 loss 0.413318
Iteration 123 loss 0.451608
Iteration 124 loss 0.440220
Iteration 125 loss 0.438225
Iteration 126 loss 0.435518
Iteration 127 loss 0.410561
Iteration 128 loss 0.418368
Iteration 129 loss 0.434257
Iteration 130 loss 0.430445
Iteration 131 loss 0.386872
Iteration 132 loss 0.390691
Iteration 133 loss 0.442909
Iteration 134 loss 0.406073
Iteration 135 loss 0.422884
Iteration 136 loss 0.435410
Iteration 137 loss 0.452669
Iteration 138 loss 0.417625
Iteration 139 loss 0.435988
Iteration 140 loss 0.458445
Iteration 141 loss 0.443333
Iteration 142 loss 0.388167
Iteration 143 loss 0.422862
Iteration 144 loss 0.435193
Iteration 145 loss 0.448558
Iteration 146 loss 0.405641
Iteration 147 loss 0.402441
Iteration 148 loss 0.432862
Iteration 149 loss 0.441601
Iteration 150 loss 0.400409
Iteration 151 loss 0.453277
Iteration 152 loss 0.449038
Iteration 153 loss 0.466183
Iteration 154 loss 0.447385
Iteration 155 loss 0.467502
Iteration 156 loss 0.432159
Iteration 157 loss 0.430471
Iteration 158 loss 0.406763
Iteration 159 loss 0.424377
Iteration 160 loss 0.433038
Iteration 161 loss 0.377198
Epoch  3--Time(s)102.53--Avgloss0.4361-
Model has been saved!
